Department,Tech Group,Sub-Category_x,Priority,Description,assistant (For Getlogs only),Category,Sub-Category_y
Legal & Compliance,Legal & Compliance,OTHER ADVISORY/INQUIRY - COMPLIANCE RELATED,P1 - Compliance,"Request for the process, implications and advisory for PEZA, BOI, CDC, LGU, and CLIENTS",,L&C ADVISORY/INQUIRIES,OTHER ADVISORY/INQUIRY - COMPLIANCE RELATED
Legal & Compliance,Legal & Compliance,INQUIRY/ADVISORY FOR PEZA - CLIENTS,P1 - Compliance,Tickets for seeking inquiries or advisory related to PEZA compliance for clients.,,L&C ADVISORY/INQUIRIES,INQUIRY/ADVISORY FOR PEZA - CLIENTS
Legal & Compliance,Legal & Compliance,SEC/CORPORATE DOCUMENTS,P2 - Legal,Tickets for processing or handling SEC or corporate documents.,,L&C PROCESSING REQUEST,SEC/CORPORATE DOCUMENTS
Legal & Compliance,Legal & Compliance,LETTER DRAFTING REQUESTS,P3 - Legal,Tickets for drafting legal letters or correspondence.,,L&C PROCESSING REQUEST,LETTER DRAFTING REQUESTS
Legal & Compliance,Legal & Compliance,PEZA CERTIFICATIONS / INCENTIVES ,P3 - Compliance,Tickets for processing PEZA certifications or incentives.,,L&C PROCESSING REQUEST,PEZA CERTIFICATIONS / INCENTIVES FOR
Legal & Compliance,Legal & Compliance,BUSINESS & OTHER LGU PERMITS ,P3 - Compliance,Request on a copy of the LGU permits,,L&C PROCESSING REQUEST,BUSINESS & OTHER LGU PERMITS FOR
Legal & Compliance,Legal & Compliance,BIR/DOLE/FSIC/INSURANCE/BUILDING ADMIN CERTIFICATES/PERMITS ,P3 -Compliance,Request on a copy of permits and certifications,,L&C PROCESSING REQUEST,BIR/DOLE/FSIC/INSURANCE/BUILDING ADMIN CERTIFICATES/PERMITS FOR :
Legal & Compliance,Legal & Compliance,PEZA CERTIFICATIONS FOR CLIENTS,P5 - Compliance,Tickets for processing PEZA certifications specifically for clients.,,L&C PROCESSING REQUEST,PEZA CERTIFICATIONS FOR CLIENTS
Legal & Compliance,Legal & Compliance,OFFSHORE (FOREIGN) CLIENT DOCUMENT REQUESTS,P3 - Compliance,Ticket request for a copy of registration and offshore insurance coverage,,L&C PROCESSING REQUEST,OFFSHORE (FOREIGN) CLIENT DOCUMENT REQUESTS
Legal & Compliance,Legal & Compliance,OTHER DOCUMENT REQUESTS,P3 - Compliance,"Request for other documents needed for clients, government agencies and private sector",,L&C PROCESSING REQUEST,OTHER DOCUMENT REQUESTS
Legal & Compliance,Legal & Compliance,CRIMINAL/CIVIL/LABOR CASES CONCERNS,P3 - Legal,"Tickets for concerns related to criminal, civil, or labor cases.",,L&C REQUEST FOR DOCUMENTS,CRIMINAL/CIVIL/LABOR CASES CONCERNS
Legal & Compliance,Legal & Compliance,KYC,P2 - Legal,Tickets related to Know Your Customer (KYC) processes for client identification and verification.,,L&C REQUEST FOR DOCUMENTS,KYC
Legal & Compliance,Legal & Compliance,VENDOR ACCREDITATION/DUE DILIGENCE,P2 - Legal,Tickets related to vendor accreditation or due diligence processes.,,L&C REQUEST FOR DOCUMENTS,VENDOR ACCREDITATION/DUE DILIGENCE
Legal & Compliance,Legal & Compliance,LOAN AGREEMENTS,P3 - Legal,Tickets related to reviewing or drafting loan agreements.,,L&C REQUEST FOR DOCUMENTS,LOAN AGREEMENTS
Legal & Compliance,Legal & Compliance,INTERNAL AUDITS (PWC),P2 - Legal,"Tickets related to internal audit processes, possibly involving external auditors such as PricewaterhouseCoopers (PWC).",,L&C REQUEST FOR DOCUMENTS,INTERNAL AUDITS (PWC)
Legal & Compliance,Legal & Compliance,BUSINESS REGISTRATION PROCESSING,P5 - Compliance,Request for LGU permits applicable for NEW SITES AND COMPANIES,,L&C REQUEST FOR DOCUMENTS,BUSINESS REGISTRATION PROCESSING FOR
Legal & Compliance,Legal & Compliance,IMPORTATION (IMPORT PERMIT),P7 - Compliance,Request for new BOC COR application applicable for,,L&C REQUEST FOR DOCUMENTS,IMPORTATION (IMPORT PERMIT)
Legal & Compliance,Legal & Compliance,PEZA REGISTRATION,P5 - Compliance,Tickets related to the registration process with the PEZA.,,L&C REQUEST FOR DOCUMENTS,PEZA REGISTRATION
Legal & Compliance,Legal & Compliance,PEZA CERTIFICATIONS/INCENTIVES PROCESSING FOR CLIENTS,P5 - Compliance,Tickets for processing PEZA certifications or incentives specifically for clients.,,L&C REQUEST FOR DOCUMENTS,PEZA CERTIFICATIONS/INCENTIVES PROCESSING FOR CLIENTS
Legal & Compliance,Legal & Compliance,PEZA CERTIFICATIONS/INCENTIVES PROCESSING-INTERNAL,P5 - Compliance,Tickets for processing PEZA certifications or incentives for internal purposes.,,L&C REQUEST FOR DOCUMENTS,PEZA CERTIFICATIONS/INCENTIVES PROCESSING-INTERNAL
Legal & Compliance,Legal & Compliance,BIR PROCESSING REQUESTS,P6 - Compliance,Tickets for processing requests or inquiries related to the Bureau of Internal Revenue (BIR).,,L&C REQUEST FOR DOCUMENTS,BIR PROCESSING REQUESTS
Legal & Compliance,Legal & Compliance,OFFSHORE (FOREIGN) CLIENT PROCESSING REQUESTS,,Tickets for processing requests or inquiries related to offshore or foreign clients.,,L&C REQUEST FOR DOCUMENTS,OFFSHORE (FOREIGN) CLIENT PROCESSING REQUESTS
Legal & Compliance,Legal & Compliance,REQUEST FOR COPIES OF CONTRACTS,P2 - Legal,Tickets for requesting copies of contracts or agreements.,,L&C REQUEST FOR DOCUMENTS,REQUEST FOR COPIES OF CONTRACTS
Legal & Compliance,Legal & Compliance,OFFSHORE (FOREIGN) CLIENT CONCERNS,P2 - Compliance,Inquiries for processing and scope of Offshore registrations and insurance,,LEGAL & COMPLIANCE (INTERNAL),OFFSHORE (FOREIGN) CLIENT CONCERNS
Legal & Compliance,Legal & Compliance,OTHERS - LEGAL & COMPLIANCE RELATED,P2 - Compliance,"General inquiries for process, advisory and other concerns",,LEGAL & COMPLIANCE (INTERNAL),OTHERS - LEGAL & COMPLIANCE RELATED
Marketing,Marketing,Signage Request,P2 - Marketing,Tickets related to requesting the creation or installation of signage for marketing purposes.,,MKTG Creatives & Content (Graphics Creation Request),Signage Request
Marketing,Marketing,Creative Collateral Request,P2 - Marketing,"Tickets for requesting the creation of creative collateral materials such as posters, infographics, or presentations.",,MKTG Creatives & Content (Graphics Creation Request),Creative Collateral Request
Marketing,Marketing,Social Media Access,P2 - Marketing,Tickets for requesting access to social media accounts for marketing purposes.,,MKTG KMC Web Account Access/ Creation Request,Social Media Access
Marketing,Marketing,"Third Party Account Access (Google, Paypal, Mailchimp, Website, etc.)",P2 - Marketing,Tickets for requesting access to third-party accounts necessary for marketing activities.,,MKTG KMC Web Account Access/ Creation Request,"Third Party Account Access (Google, Paypal, Mailchimp, Website, etc.)"
Marketing,Marketing,Hubspot Account Access/creation/ Revision,P2 - Marketing,"Tickets related to HubSpot account management, including access, creation, or revision.",,MKTG KMC Web Account Access/ Creation Request,Hubspot Account Access/creation/ Revision
Marketing,Marketing,Hubspot Reports Creation,P2 - Marketing,Tickets for creating reports using HubSpot for marketing analytics and insights.,,MKTG KMC Web Account Access/ Creation Request,Hubspot Reports Creation
Marketing,Marketing,"Supplies Distribution/ Acquisition (Flyers, stickers, Tarps, etc.)",P2 - Marketing,"Tickets for acquiring or distributing marketing supplies such as flyers, stickers, or tarps.",,MKTG Marketing Supplies,"Supplies Distribution/ Acquisition (Flyers, stickers, Tarps, etc.)"
Marketing,Marketing,Borrowing of Equipment,P2 - Marketing,Tickets for requesting the borrowing of equipment needed for marketing activities.,,MKTG Marketing Supplies,Borrowing of Equipment
Marketing,Marketing,Request for Approval,P2 - Marketing,"Tickets for obtaining approvals for marketing campaigns, materials, or strategies.",,MKTG TV Advertisement,Request for Approval
Marketing,Marketing,Social Media/ Web Posting Request,P2 - Marketing,Tickets for requesting the posting of content on social media platforms or websites.,,MKTG Website/ Online Activities,Social Media/ Web Posting Request
Marketing,Marketing,"Email Blasting (to clients, external, etc)",P2 - Marketing,Tickets for requesting the distribution of marketing emails to clients or external contacts.,,MKTG Website/ Online Activities,"Email Blasting (to clients, external, etc)"
Marketing,Marketing,Website Content Revisions,P2 - Marketing,Tickets for requesting revisions to website content for marketing purposes.,,MKTG Website/ Online Activities,Website Content Revisions
Marketing,Marketing,Website Design Revisions,P2 - Marketing,Tickets for requesting revisions to website design elements for marketing purposes.,,MKTG Website/ Online Activities,Website Design Revisions
Marketing,Marketing,Website Design Creation,P2 - Marketing,Tickets for requesting the creation of new website designs for marketing campaigns.,,MKTG Website/ Online Activities,Website Design Creation
Marketing,Marketing,Website Service Error Troubleshooting,P2 - Marketing,Tickets for troubleshooting and resolving errors on the marketing department's website.,,MKTG Website/ Online Activities,Website Service Error Troubleshooting
Marketing,Marketing,Website landing page Content,P2 - Marketing,Tickets for creating or updating content on website landing pages.,,MKTG Content/Copy,Website landing page Content
Marketing,Marketing,Articles/essays Content,P2 - Marketing,Tickets for creating or editing written content such as articles or essays for marketing purposes.,,MKTG Content/Copy,Articles/essays Content
Marketing,Marketing,Ads/image copy,P2 - Marketing,Tickets for creating or editing advertising copy or imagery for marketing campaigns.,,MKTG Content/Copy,Ads/image copy
Marketing,Marketing,Social media captions - 1 day,P2 - Marketing,Tickets for creating or editing social media captions for posts within a short timeframe.,,MKTG Content/Copy,Social media captions - 1 day
Marketing,Marketing,Emails,P2 - Marketing,Tickets for creating or editing email content for marketing campaigns.,,MKTG Content/Copy,Emails
Technology Services,Network Design Team,Floorplan Creation/Update,P3 - Planned,Any ticket task to create or update a floorplan,,Document,Floorplan Creation/Update
Technology Services,Network Design Team,Infographics,P3 - Planned,Any ticket task to create or update an infographic or job aid,,Document,Infographics
Technology Services,Network Design Team,Knowledgebase,P3 - Planned,Any ticket task to create or update a knowledgebase,,Document,Knowledgebase
Technology Services,Network Design Team,Other Documentations,P3 - Planned,Any ticket related to documentations that are not available in this category,,Document,Other Documentations
Technology Services,Network Design Team,Process Plan,P3 - Planned,Any ticket task to create a new process plan,,Document,Process Plan
Technology Services,Network Design Team,Process Update,P3 - Planned,Any ticket task to update an existing process plan,,Document,Process Update
Technology Services,Network Design Team,Connection Issue,P2 - General,Tickets related to an internet issue (LAN & wireless connection).,,Network,Connection Issue
Technology Services,Network Design Team,Connection Checking,P3 - Planned,"Request to run network testing (ping test, trace route, speed test).",,Network,Connection Checking
Technology Services,Network Design Team,General Network Activity,P3 - Planned,Any network-related activity that is not on the list.,,Network,General Network Activity
Technology Services,Network Design Team,Maintenance,P3 - Planned | P4 - Project,Ticket for any network-related maintenance.,,Network,Maintenance
Technology Services,Network Design Team,Monitoring Alerts,P2 - General,Ticket for the network alerts from SolarWinds.,,Network,Monitoring Alerts
Technology Services,Network Design Team,Network Diagram Creation/Update,P3 - Planned,Creation/Updating of internal network diagram (KMC infrastructure),,Network,Network Diagram Creation/Update
Technology Services,Network Design Team,Network Gear Mount/Unmount,P3 - Planned,Ticket for mounting or unmounting any network device in the server rack.,,Network,Network Gear Mount/Unmount
Technology Services,Network Design Team,Operational Readiness Test,P4 - Project,Ticket for Operational Readiness Test (ORT).,,Network,Operational Readiness Test
Technology Services,Network Design Team,Port Tracing,P3 - Planned,Ticket for a port tracing activity.,,Network,Port Tracing
Technology Services,Network Design Team,Report Generation,P3 - Planned,"Request for a network report (bandwidth utilization, etc).",,Network,Report Generation
Technology Services,Network Design Team,Site Build,P4 - Project,Network-side site build tickets.,,Network,Site Build
Technology Services,Network Design Team,VLAN Change/Create,P3 - Planned,Request for VLAN changing/creating,,Network,VLAN Change/Create
Technology Services,Network Design Team,Website Issue,P2 - General,Tickets related any website issue.,,Network,Website Issue
Technology Services,Network Design Team,Whitelist/Blacklist,P3 - Planned,Request to whitelist or blacklist a URL. Ticket for the creation of access rules.,,Network,Whitelist/Blacklist
Technology Services,Network Design Team,Wired/Wireless Connection,P3 - Planned,Request to be connected to the WiFi or LAN.,,Network,Wired/Wireless Connection
Technology Services,Network Design Team,IP Request,P3 - Planned,"Tickets relating to IP Addressing for hosts in network, both Public and Private IPs",,Network and Infrastructure Design,IP Request
Technology Services,Network Design Team,Traffic Engineering,P3 - Planned,"Tickets relating to access rules, routing, switching, and the likes",,Network and Infrastructure Design,Traffic Engineering
